SL,project_name,migration_direction,prompt_mode,set_folder_name,fold_name,model_name,avg_cosine_similarity,max_cosine_similarity,avg_crystal_bleu,max_crystal_bleu
1557,CST-Group_cst,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.77,0.77,0.58,0.58
1558,CST-Group_cst,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.78,0.78,0.50,0.50
1559,CST-Group_cst,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.49,0.49,0.59,0.59
1560,CST-Group_cst,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.75,0.75,0.54,0.54
1561,CST-Group_cst,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.56,0.56,0.52,0.52
1562,CST-Group_cst,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.54,0.54,0.56,0.56
1563,CST-Group_cst,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.54,0.54,0.58,0.58
1564,CST-Group_cst,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.47,0.47,0.42,0.42
1565,CodelyTV_java-basic-skeleton,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.81,0.81,0.67,0.67
1566,CodelyTV_java-basic-skeleton,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.82,0.82,0.71,0.71
1567,CodelyTV_java-basic-skeleton,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.64,0.64,0.49,0.49
1568,CodelyTV_java-basic-skeleton,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.75,0.75,0.40,0.40
1569,CodelyTV_java-basic-skeleton,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.61,0.61,0.47,0.47
1570,CodelyTV_java-basic-skeleton,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.92,0.92,0.81,0.81
1571,CodelyTV_java-basic-skeleton,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.32,0.32,0.26,0.26
1572,CodelyTV_java-basic-skeleton,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.45,0.45,0.37,0.37
1573,ConsensusJ_consensusj,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.82,0.82,0.64,0.64
1574,ConsensusJ_consensusj,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.85,0.85,0.72,0.72
1575,ConsensusJ_consensusj,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.76,0.76,0.63,0.63
1576,ConsensusJ_consensusj,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.75,0.75,0.46,0.46
1577,ConsensusJ_consensusj,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.74,0.74,0.39,0.39
1578,ConsensusJ_consensusj,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.81,0.81,0.67,0.67
1579,ConsensusJ_consensusj,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.38,0.38,0.30,0.30
1580,ConsensusJ_consensusj,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.77,0.77,0.56,0.56
1581,Coolerfall_Android-HttpDownloadManager,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.85,0.85,0.80,0.80
1582,Coolerfall_Android-HttpDownloadManager,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.81,0.81,0.60,0.60
1583,Coolerfall_Android-HttpDownloadManager,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.50,0.50,0.38,0.38
1584,Coolerfall_Android-HttpDownloadManager,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.71,0.71,0.51,0.51
1585,Coolerfall_Android-HttpDownloadManager,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.40,0.40,0.28,0.28
1586,Coolerfall_Android-HttpDownloadManager,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.57,0.57,0.49,0.49
1587,Coolerfall_Android-HttpDownloadManager,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.22,0.22,0.21,0.21
1588,Coolerfall_Android-HttpDownloadManager,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.52,0.52,0.34,0.34
1589,FasterXML_jackson-jr,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.85,0.85,0.68,0.68
1590,FasterXML_jackson-jr,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.97,0.97,0.90,0.90
1591,FasterXML_jackson-jr,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.45,0.45,0.42,0.42
1592,FasterXML_jackson-jr,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.92,0.92,0.77,0.77
1593,FasterXML_jackson-jr,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.73,0.73,0.38,0.38
1594,FasterXML_jackson-jr,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.84,0.84,0.59,0.59
1595,FasterXML_jackson-jr,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.26,0.26,0.08,0.08
1596,FasterXML_jackson-jr,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.86,0.86,0.63,0.63
1597,Gepardec_Hogarama,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.85,0.85,0.75,0.75
1598,Gepardec_Hogarama,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.84,0.84,0.76,0.76
1599,Gepardec_Hogarama,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.38,0.38,0.32,0.32
1600,Gepardec_Hogarama,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.49,0.49,0.32,0.32
1601,Gepardec_Hogarama,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.52,0.52,0.39,0.39
1602,Gepardec_Hogarama,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.63,0.63,0.49,0.49
1603,Gepardec_Hogarama,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.55,0.55,0.31,0.31
1604,Gepardec_Hogarama,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.28,0.28,0.19,0.19
1605,GrowthcraftCE_Growthcraft-1.12,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.84,0.84,0.54,0.54
1606,GrowthcraftCE_Growthcraft-1.12,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.87,0.87,0.53,0.53
1607,GrowthcraftCE_Growthcraft-1.12,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.60,0.60,0.38,0.38
1608,GrowthcraftCE_Growthcraft-1.12,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.83,0.83,0.48,0.48
1609,GrowthcraftCE_Growthcraft-1.12,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.46,0.46,0.20,0.20
1610,GrowthcraftCE_Growthcraft-1.12,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.64,0.64,0.45,0.45
1611,GrowthcraftCE_Growthcraft-1.12,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.40,0.40,0.20,0.20
1612,GrowthcraftCE_Growthcraft-1.12,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.30,0.30,0.12,0.12
1613,Hakky54_mutual-tls-ssl,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.47,0.47,0.41,0.41
1614,Hakky54_mutual-tls-ssl,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.76,0.76,0.64,0.64
1615,Hakky54_mutual-tls-ssl,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.54,0.54,0.46,0.46
1616,Hakky54_mutual-tls-ssl,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.69,0.69,0.51,0.51
1617,Hakky54_mutual-tls-ssl,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.70,0.70,0.75,0.75
1618,Hakky54_mutual-tls-ssl,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.81,0.81,0.86,0.86
1619,Hakky54_mutual-tls-ssl,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.32,0.32,0.20,0.20
1620,Hakky54_mutual-tls-ssl,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.50,0.50,0.32,0.32
1621,JetBrains_jediterm,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.87,0.87,0.60,0.60
1622,JetBrains_jediterm,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.72,0.72,0.62,0.62
1623,JetBrains_jediterm,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.50,0.50,0.44,0.44
1624,JetBrains_jediterm,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.70,0.70,0.54,0.54
1625,JetBrains_jediterm,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.58,0.58,0.22,0.22
1626,JetBrains_jediterm,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.60,0.60,0.43,0.43
1627,JetBrains_jediterm,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.24,0.24,0.11,0.11
1628,JetBrains_jediterm,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.73,0.73,0.38,0.38
1629,JodaOrg_joda-time,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.73,0.73,0.54,0.54
1630,JodaOrg_joda-time,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.79,0.79,0.58,0.58
1631,JodaOrg_joda-time,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.67,0.67,0.40,0.40
1632,JodaOrg_joda-time,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.71,0.71,0.46,0.46
1633,JodaOrg_joda-time,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.50,0.50,0.56,0.56
1634,JodaOrg_joda-time,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.37,0.37,0.53,0.53
1635,JodaOrg_joda-time,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.15,0.15,0.23,0.23
1636,JodaOrg_joda-time,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.53,0.53,0.39,0.39
1637,MilkBowl_VaultAPI,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.44,0.44,0.25,0.25
1638,MilkBowl_VaultAPI,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.62,0.62,0.42,0.42
1639,MilkBowl_VaultAPI,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.39,0.39,0.24,0.24
1640,MilkBowl_VaultAPI,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.62,0.62,0.48,0.48
1641,MilkBowl_VaultAPI,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.28,0.28,0.19,0.19
1642,MilkBowl_VaultAPI,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.28,0.28,0.23,0.23
1643,MilkBowl_VaultAPI,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.07,0.07,0.07,0.07
1644,MilkBowl_VaultAPI,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.24,0.24,0.17,0.17
1645,MineLittlePony_BigPony,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.55,0.55,0.57,0.57
1646,MineLittlePony_BigPony,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.70,0.70,0.48,0.48
1647,MineLittlePony_BigPony,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.56,0.56,0.42,0.42
1648,MineLittlePony_BigPony,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.72,0.72,0.60,0.60
1649,MineLittlePony_BigPony,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.42,0.42,0.17,0.17
1650,MineLittlePony_BigPony,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.63,0.63,0.29,0.29
1651,MineLittlePony_BigPony,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.25,0.25,0.14,0.14
1652,MineLittlePony_BigPony,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.49,0.49,0.22,0.22
1653,MineLittlePony_HDSkins,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.55,0.55,0.57,0.57
1654,MineLittlePony_HDSkins,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.70,0.70,0.48,0.48
1655,MineLittlePony_HDSkins,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.56,0.56,0.42,0.42
1656,MineLittlePony_HDSkins,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.72,0.72,0.60,0.60
1657,MineLittlePony_HDSkins,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.42,0.42,0.17,0.17
1658,MineLittlePony_HDSkins,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.64,0.64,0.28,0.28
1659,MineLittlePony_HDSkins,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.25,0.25,0.14,0.14
1660,MineLittlePony_HDSkins,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.49,0.49,0.22,0.22
1661,NetLogo_Matrix-Extension,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.88,0.88,0.74,0.74
1662,NetLogo_Matrix-Extension,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.89,0.89,0.62,0.62
1663,NetLogo_Matrix-Extension,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.70,0.70,0.41,0.41
1664,NetLogo_Matrix-Extension,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.85,0.85,0.54,0.54
1665,NetLogo_Matrix-Extension,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.65,0.65,0.37,0.37
1666,NetLogo_Matrix-Extension,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.51,0.51,0.28,0.28
1667,NetLogo_Matrix-Extension,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.21,0.21,0.11,0.11
1668,NetLogo_Matrix-Extension,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.31,0.31,0.15,0.15
1669,OHNLP_MedTagger,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.66,0.66,0.37,0.37
1670,OHNLP_MedTagger,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.73,0.73,0.43,0.43
1671,OHNLP_MedTagger,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.55,0.55,0.43,0.43
1672,OHNLP_MedTagger,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.64,0.64,0.48,0.48
1673,OHNLP_MedTagger,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.46,0.46,0.34,0.34
1674,OHNLP_MedTagger,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.52,0.52,0.35,0.35
1675,OHNLP_MedTagger,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.37,0.37,0.18,0.18
1676,OHNLP_MedTagger,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.55,0.55,0.38,0.38
1677,OSGeo_PROJ-JNI,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.68,0.68,0.20,0.20
1678,OSGeo_PROJ-JNI,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.65,0.65,0.19,0.19
1679,OSGeo_PROJ-JNI,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.50,0.50,0.33,0.33
1680,OSGeo_PROJ-JNI,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.67,0.67,0.22,0.22
1681,OSGeo_PROJ-JNI,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.43,0.43,0.26,0.26
1682,OSGeo_PROJ-JNI,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.50,0.50,0.26,0.26
1683,OSGeo_PROJ-JNI,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.40,0.40,0.29,0.29
1684,OSGeo_PROJ-JNI,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.47,0.47,0.29,0.29
1685,OpenLiberty_ci.maven,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.70,0.70,0.61,0.61
1686,OpenLiberty_ci.maven,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.88,0.88,0.71,0.71
1687,OpenLiberty_ci.maven,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.52,0.52,0.51,0.51
1688,OpenLiberty_ci.maven,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.75,0.75,0.48,0.48
1689,OpenLiberty_ci.maven,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.35,0.35,0.51,0.51
1690,OpenLiberty_ci.maven,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.73,0.73,0.62,0.62
1691,OpenLiberty_ci.maven,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.38,0.38,0.45,0.45
1692,OpenLiberty_ci.maven,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.43,0.43,0.58,0.58
1693,OpenLiberty_guide-arquillian-managed,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.59,0.59,0.30,0.30
1694,OpenLiberty_guide-arquillian-managed,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.63,0.63,0.22,0.22
1695,OpenLiberty_guide-arquillian-managed,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.60,0.60,0.33,0.33
1696,OpenLiberty_guide-arquillian-managed,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.60,0.60,0.24,0.24
1697,OpenLiberty_guide-arquillian-managed,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.40,0.40,0.22,0.22
1698,OpenLiberty_guide-arquillian-managed,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.56,0.56,0.63,0.63
1699,OpenLiberty_guide-arquillian-managed,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.34,0.34,0.31,0.31
1700,OpenLiberty_guide-arquillian-managed,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.36,0.36,0.24,0.24
1701,OpenLiberty_guide-cloud-azure,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.93,0.93,0.79,0.79
1702,OpenLiberty_guide-cloud-azure,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.92,0.92,0.76,0.76
1703,OpenLiberty_guide-cloud-azure,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.80,0.80,0.59,0.59
1704,OpenLiberty_guide-cloud-azure,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.75,0.75,0.69,0.69
1705,OpenLiberty_guide-cloud-azure,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.85,0.85,0.77,0.77
1706,OpenLiberty_guide-cloud-azure,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.91,0.91,0.88,0.88
1707,OpenLiberty_guide-cloud-azure,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.71,0.71,0.63,0.63
1708,OpenLiberty_guide-cloud-azure,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.87,0.87,0.82,0.82
1709,Paul2708_simple-commands,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.78,0.78,0.21,0.21
1710,Paul2708_simple-commands,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.68,0.68,0.27,0.27
1711,Paul2708_simple-commands,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.75,0.75,0.18,0.18
1712,Paul2708_simple-commands,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.73,0.73,0.35,0.35
1713,Paul2708_simple-commands,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.30,0.30,0.13,0.13
1714,Paul2708_simple-commands,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.25,0.25,0.16,0.16
1715,Paul2708_simple-commands,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.26,0.26,0.06,0.06
1716,Paul2708_simple-commands,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.65,0.65,0.20,0.20
1717,PepperLola_playerinfo,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.67,0.67,0.28,0.28
1718,PepperLola_playerinfo,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.69,0.69,0.30,0.30
1719,PepperLola_playerinfo,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.60,0.60,0.29,0.29
1720,PepperLola_playerinfo,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.69,0.69,0.32,0.32
1721,PepperLola_playerinfo,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.14,0.14,0.15,0.15
1722,PepperLola_playerinfo,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.22,0.22,0.21,0.21
1723,PepperLola_playerinfo,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.17,0.17,0.08,0.08
1724,PepperLola_playerinfo,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.17,0.17,0.14,0.14
1725,Pi4J_pi4j-v2,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.70,0.70,0.50,0.50
1726,Pi4J_pi4j-v2,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.70,0.70,0.51,0.51
1727,Pi4J_pi4j-v2,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.56,0.56,0.33,0.33
1728,Pi4J_pi4j-v2,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.70,0.70,0.48,0.48
1729,Pi4J_pi4j-v2,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.22,0.22,0.17,0.17
1730,Pi4J_pi4j-v2,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.48,0.48,0.33,0.33
1731,Pi4J_pi4j-v2,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.24,0.24,0.15,0.15
1732,Pi4J_pi4j-v2,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.41,0.41,0.29,0.29
1733,PojavLauncherTeam_PojavLauncher,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.72,0.72,0.34,0.34
1734,PojavLauncherTeam_PojavLauncher,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.78,0.78,0.40,0.40
1735,PojavLauncherTeam_PojavLauncher,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.70,0.70,0.38,0.38
1736,PojavLauncherTeam_PojavLauncher,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.61,0.61,0.22,0.22
1737,PojavLauncherTeam_PojavLauncher,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.29,0.29,0.18,0.18
1738,PojavLauncherTeam_PojavLauncher,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.48,0.48,0.26,0.26
1739,PojavLauncherTeam_PojavLauncher,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.09,0.09,0.15,0.15
1740,PojavLauncherTeam_PojavLauncher,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.33,0.33,0.20,0.20
1741,Sandec_JMemoryBuddy,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.74,0.74,0.73,0.73
1742,Sandec_JMemoryBuddy,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.73,0.73,0.73,0.73
1743,Sandec_JMemoryBuddy,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.36,0.36,0.30,0.30
1744,Sandec_JMemoryBuddy,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.68,0.68,0.69,0.69
1745,Sandec_JMemoryBuddy,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.63,0.63,0.31,0.31
1746,Sandec_JMemoryBuddy,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.65,0.65,0.42,0.42
1747,Sandec_JMemoryBuddy,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.21,0.21,0.10,0.10
1748,Sandec_JMemoryBuddy,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.54,0.54,0.24,0.24
1749,Smarteon_loxone-java,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.69,0.69,0.27,0.27
1750,Smarteon_loxone-java,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.80,0.80,0.66,0.66
1751,Smarteon_loxone-java,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.51,0.51,0.37,0.37
1752,Smarteon_loxone-java,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.68,0.68,0.32,0.32
1753,Smarteon_loxone-java,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.56,0.56,0.47,0.47
1754,Smarteon_loxone-java,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.76,0.76,0.61,0.61
1755,Smarteon_loxone-java,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.45,0.45,0.29,0.29
1756,Smarteon_loxone-java,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.45,0.45,0.23,0.23
1757,TagnumElite_ProjectE-Integration,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.87,0.87,0.72,0.72
1758,TagnumElite_ProjectE-Integration,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.81,0.81,0.63,0.63
1759,TagnumElite_ProjectE-Integration,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.46,0.46,0.36,0.36
1760,TagnumElite_ProjectE-Integration,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.79,0.79,0.52,0.52
1761,TagnumElite_ProjectE-Integration,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.83,0.83,0.75,0.75
1762,TagnumElite_ProjectE-Integration,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.50,0.50,0.47,0.47
1763,TagnumElite_ProjectE-Integration,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.16,0.16,0.11,0.11
1764,TagnumElite_ProjectE-Integration,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.71,0.71,0.57,0.57
1765,ThatKawaiiSam_Assemble,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.54,0.54,0.47,0.47
1766,ThatKawaiiSam_Assemble,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.69,0.69,0.48,0.48
1767,ThatKawaiiSam_Assemble,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.61,0.61,0.37,0.37
1768,ThatKawaiiSam_Assemble,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.72,0.72,0.53,0.53
1769,ThatKawaiiSam_Assemble,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.22,0.22,0.27,0.27
1770,ThatKawaiiSam_Assemble,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.67,0.67,0.58,0.58
1771,ThatKawaiiSam_Assemble,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.25,0.25,0.14,0.14
1772,ThatKawaiiSam_Assemble,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.30,0.30,0.17,0.17
1773,TrNdy_mastodon-tracking,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.74,0.74,0.72,0.72
1774,TrNdy_mastodon-tracking,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.76,0.76,0.65,0.65
1775,TrNdy_mastodon-tracking,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.37,0.37,0.31,0.31
1776,TrNdy_mastodon-tracking,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.75,0.75,0.64,0.64
1777,TrNdy_mastodon-tracking,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.45,0.45,0.24,0.24
1778,TrNdy_mastodon-tracking,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.71,0.71,0.67,0.67
1779,TrNdy_mastodon-tracking,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.27,0.27,0.20,0.20
1780,TrNdy_mastodon-tracking,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.18,0.18,0.14,0.14
1781,Twasi_twasi-core,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.66,0.66,0.52,0.52
1782,Twasi_twasi-core,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.81,0.81,0.74,0.74
