setting,project,direction,model,service,file_path,yaml_parsed,external_ok,yaml_score,external_score,external_tool,external_pass_count,external_total_count,actionlint_ok,travis_lint_ok,score,messages
CIMig,imglib_imglib2-roi,gha_to_travis,CIMig,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/imglib_imglib2-roi/04_CIMig_GHA_to_Travis/imglib_imglib2-roi_travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/imglib_imglib2-roi/04_CIMig_GHA_to_Travis/imglib_imglib2-roi_travis.yml"", line 9, column 9 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/imglib_imglib2-roi/04_CIMig_GHA_to_Travis/imglib_imglib2-roi_travis.yml is not valid YAML: (<unknown>): mapping values are not allowed in this context at line 9 column 9"
CIMig,imglib_imglib2-tutorials,travis_to_gha,CIMig,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/imglib_imglib2-tutorials/03_CIMig_Travis_to_GHA/imglib_imglib2-tutorials_original.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/imglib_imglib2-tutorials/03_CIMig_Travis_to_GHA/imglib_imglib2-tutorials_original.yml"", line 5, column 7 | [actionlint rc=1] imglib_imglib2-tutorials_original.yml:5:0: could not parse as YAML: yaml: line 5: mapping values are not allowed in this context [syntax-check] /   | / 5 |   push: /   |"
CIMig,imglib_imglib2-tutorials,gha_to_travis,CIMig,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/imglib_imglib2-tutorials/04_CIMig_GHA_to_Travis/imglib_imglib2-tutorials_travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/imglib_imglib2-tutorials/04_CIMig_GHA_to_Travis/imglib_imglib2-tutorials_travis.yml"", line 6, column 9 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/imglib_imglib2-tutorials/04_CIMig_GHA_to_Travis/imglib_imglib2-tutorials_travis.yml is not valid YAML: (<unknown>): mapping values are not allowed in this context at line 6 column 9"
Zero-Shot,imglib_imglib2-tutorials,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/imglib_imglib2-tutorials/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=0] 
Zero-Shot,imglib_imglib2-tutorials,travis_to_gha,llama3_1_8b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/imglib_imglib2-tutorials/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml,True,False,1.0,0.0,actionlint,0,1,False,,0.5,"[actionlint rc=1] actions.yml:53:9: this step is for running action since it contains at least one of ""uses"", ""with"" keys, but also contains ""run"" key which is used for running shell command [syntax-check] /    | / 53 |         run: | /    |         ^~~~ / actions.yml:55:9: step must run script with ""run"" section or run action with ""uses"" section [syntax-check] /    | / 55 |       - name: Allow failure /    |         ^~~~~"
Zero-Shot,imglib_imglib2-tutorials,travis_to_gha,gpt-4o,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/imglib_imglib2-tutorials/03_CIgrate_Travis_to_GHA/gpt-4o/actions.yml,True,False,1.0,0.0,actionlint,0,1,False,,0.5,"[actionlint rc=1] actions.yml:7:10: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - ""/.*-[0-9]+\\..*/"" /   |          ^~~~~~~~~~~~~~~~~ / actions.yml:7:20: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - ""/.*-[0-9]+\\..*/"" /   |                    ^~~~~~~ / actions.yml:7:24: character '/' is invalid for branch and tag names. ref name must not end with / and .. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - ""/.*-[0-9]+\\..*/"" /   |                        ^~~ / actions.yml:11:10: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /    | / 11 |       - ""/.*-[0-9]+\\..*/"" /    |          ^~~~~~~~~~~~~~~~~ / actions.yml:11:20: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /    | / 11 |       - ""/.*-[0-9]+\\..*/"" /    |                    ^~~~~~~ / actions.yml:11:24: character '/' is invalid for branch and tag names. ref name must not end with / and .. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /    | / 11 |       - ""/.*-[0-9]+\\..*/"" /    |                        ^~~ / actions.yml:16:9: expecting a single ${{...}} expression or mapping value for ""env"" section, but found plain text node [syntax-check] /    | / 16 |     env: /    |         ^"
Zero-Shot,imglib_imglib2-tutorials,travis_to_gha,mistral_7b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/imglib_imglib2-tutorials/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/imglib_imglib2-tutorials/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml"", line 49, column 43 | [actionlint rc=1] actions.yml:49:0: could not parse as YAML: yaml: line 49: mapping values are not allowed in this context [syntax-check] /    | / 49 |       - name: Publish docker image (# TODO: Consider using alternative for Travis CI push) /    |"
Zero-Shot,imglib_imglib2-tutorials,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml: / [x] [error] on script: dropping unexpected map, expected str ({:echo \SECRET_1=>$SECRET_1\}) / [x] [error] on script: dropping unexpected map, expected str ({:echo \SECRET_2=>$SECRET_2\}) / [x] [error] on script: dropping unexpected map, expected str ({:echo \SECRET_3=>$SECRET_3\}) / [x] [error] on script: dropping unexpected map, expected str ({:echo \SECRET_4=>$SECRET_4\})"
Zero-Shot,imglib_imglib2-tutorials,gha_to_travis,llama3_1_8b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: while scanning a simple key /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml"", line 24, column 3 / could not find expected ':' /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml"", line 26, column 1 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml is not valid YAML: (<unknown>): could not find expected ':' while scanning a simple key at line 24 column 3"
Zero-Shot,imglib_imglib2-tutorials,gha_to_travis,gpt-4o,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,[travis lint rc=0] valid
Zero-Shot,imglib_imglib2-tutorials,gha_to_travis,mistral_7b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: while parsing a block mapping /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml"", line 28, column 5 / expected <block end>, but found '-' /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml"", line 33, column 5 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml is not valid YAML: (<unknown>): did not find expected key while parsing a block mapping at line 28 column 5"
Fine-Tuned,imglib_imglib2-tutorials,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_01/imglib_imglib2-tutorials/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=0] 
Fine-Tuned,imglib_imglib2-tutorials,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_01/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,[travis lint rc=0] valid
Few-Shot,imglib_imglib2-tutorials,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/imglib_imglib2-tutorials/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,False,1.0,0.0,actionlint,0,1,False,,0.5,"[actionlint rc=1] actions.yml:7:10: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - '/.*/-[0-9]+\\..*/' /   |          ^~~~~~~~~~~~~~~~~~ / actions.yml:7:26: character '/' is invalid for branch and tag names. ref name must not end with / and .. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - '/.*/-[0-9]+\\..*/' /   |                          ^~ / actions.yml:24:11: key ""secure"" is duplicated in env. previously defined at line:23,col:11. note that this key is case insensitive [syntax-check] /    | / 24 |           secure: ""********************"" /    |           ^~~~~~~ / actions.yml:25:11: key ""secure"" is duplicated in env. previously defined at line:23,col:11. note that this key is case insensitive [syntax-check] /    | / 25 |           secure: ""********************"" /    |           ^~~~~~~ / actions.yml:26:11: key ""secure"" is duplicated in env. previously defined at line:23,col:11. note that this key is case insensitive [syntax-check] /    | / 26 |           secure: ""********************"" /    |           ^~~~~~~"
Few-Shot,imglib_imglib2-tutorials,travis_to_gha,llama3_1_8b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/imglib_imglib2-tutorials/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: while scanning for the next token / found character '`' that cannot start any token /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/imglib_imglib2-tutorials/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml"", line 3, column 1 | [actionlint rc=1] actions.yml:3:0: could not parse as YAML: yaml: line 3: found character that cannot start any token [syntax-check] /   | / 3 | ```yaml /   |"
Few-Shot,imglib_imglib2-tutorials,travis_to_gha,gpt-4o,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/imglib_imglib2-tutorials/03_CIgrate_Travis_to_GHA/gpt-4o/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,"[actionlint rc=1] actions.yml:7:10: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - ""/.*-[0-9]+\\..*/"" /   |          ^~~~~~~~~~~~~~~~~ / actions.yml:7:20: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - ""/.*-[0-9]+\\..*/"" /   |                    ^~~~~~~ / actions.yml:7:24: character '/' is invalid for branch and tag names. ref name must not end with / and .. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - ""/.*-[0-9]+\\..*/"" /   |                        ^~~ / actions.yml:11:10: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /    | / 11 |       - ""/.*-[0-9]+\\..*/"" /    |          ^~~~~~~~~~~~~~~~~ / actions.yml:11:20: character '\' is invalid for branch and tag names. only special characters [, ?, +, *, \, ! can be escaped with \. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /    | / 11 |       - ""/.*-[0-9]+\\..*/"" /    |                    ^~~~~~~ / actions.yml:11:24: character '/' is invalid for branch and tag names. ref name must not end with / and .. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /    | / 11 |       - ""/.*-[0-9]+\\..*/"" /    |                        ^~~"
Few-Shot,imglib_imglib2-tutorials,travis_to_gha,mistral_7b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/imglib_imglib2-tutorials/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml,True,False,1.0,0.0,actionlint,0,1,False,,0.5,"[actionlint rc=1] actions.yml:7:10: character '/' is invalid for branch and tag names. ref name must not start with /. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - '/.*/-[0-9]+\\..*/' /   |          ^~~~~~~~~~~~~~~~~~ / actions.yml:7:26: character '/' is invalid for branch and tag names. ref name must not end with / and .. see `man git-check-ref-format` for more details. note that regular expression is unavailable. note: filter pattern syntax is explained at https://docs.github.com/en/actions/using-workflows/workflow-syntax-for-github-actions#filter-pattern-cheat-sheet [glob] /   | / 7 |       - '/.*/-[0-9]+\\..*/' /   |                          ^~ / actions.yml:32:11: key ""secret-id"" is duplicated in ""with"" section. previously defined at line:31,col:11. note that this key is case insensitive [syntax-check] /    | / 32 |           secret-id: ${{ secrets.GLOBAL_SECRET_2 }} /    |           ^~~~~~~~~~ / actions.yml:33:11: key ""secret-id"" is duplicated in ""with"" section. previously defined at line:31,col:11. note that this key is case insensitive [syntax-check] /    | / 33 |           secret-id: ${{ secrets.GLOBAL_SECRET_3 }} /    |           ^~~~~~~~~~ / actions.yml:34:11: key ""secret-id"" is duplicated in ""with"" section. previously defined at line:31,col:11. note that this key is case insensitive [syntax-check] /    | / 34 |           secret-id: ${{ secrets.GLOBAL_SECRET_4 }} /    |           ^~~~~~~~~~"
Few-Shot,imglib_imglib2-tutorials,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml: / [x] [error] on script: dropping unexpected map, expected str ({:echo \SECRET_1=>$SECRET_1\}) / [x] [error] on script: dropping unexpected map, expected str ({:echo \SECRET_2=>$SECRET_2\}) / [x] [error] on script: dropping unexpected map, expected str ({:echo \SECRET_3=>$SECRET_3\}) / [x] [error] on script: dropping unexpected map, expected str ({:echo \SECRET_4=>$SECRET_4\}) / [x] [warn] on root: unknown key pull_request ({:branches=>[master, *-[0-9]*.*, *-[0-9]*], :except=>[tags]}) / [x] [warn] on root: deprecated key: sudo (The key `sudo` has no effect anymore.)"
Few-Shot,imglib_imglib2-tutorials,gha_to_travis,llama3_1_8b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: while scanning for the next token / found character '`' that cannot start any token /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml"", line 3, column 1 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml is not valid YAML: (<unknown>): found character that cannot start any token while scanning for the next token at line 3 column 1"
Few-Shot,imglib_imglib2-tutorials,gha_to_travis,gpt-4o,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,[travis lint rc=0] valid
Few-Shot,imglib_imglib2-tutorials,gha_to_travis,mistral_7b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/imglib_imglib2-tutorials/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml: / [x] [warn] on root: deprecated key: sudo (The key `sudo` has no effect anymore.)
CIMig,inferno-framework_fhir-validator-wrapper,travis_to_gha,CIMig,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/inferno-framework_fhir-validator-wrapper/03_CIMig_Travis_to_GHA/inferno-framework_fhir-validator-wrapper_original.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/inferno-framework_fhir-validator-wrapper/03_CIMig_Travis_to_GHA/inferno-framework_fhir-validator-wrapper_original.yml"", line 5, column 7 | [actionlint rc=1] inferno-framework_fhir-validator-wrapper_original.yml:5:0: could not parse as YAML: yaml: line 5: mapping values are not allowed in this context [syntax-check] /   | / 5 |   push: /   |"
CIMig,inferno-framework_fhir-validator-wrapper,gha_to_travis,CIMig,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/inferno-framework_fhir-validator-wrapper/04_CIMig_GHA_to_Travis/inferno-framework_fhir-validator-wrapper_travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/inferno-framework_fhir-validator-wrapper/04_CIMig_GHA_to_Travis/inferno-framework_fhir-validator-wrapper_travis.yml"", line 8, column 9 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/inferno-framework_fhir-validator-wrapper/04_CIMig_GHA_to_Travis/inferno-framework_fhir-validator-wrapper_travis.yml is not valid YAML: (<unknown>): mapping values are not allowed in this context at line 8 column 9"
Zero-Shot,inferno-framework_fhir-validator-wrapper,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhir-validator-wrapper/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,False,1.0,0.0,actionlint,0,1,False,,0.5,"[actionlint rc=1] actions.yml:30:9: shellcheck reported issue in this script: SC2086:info:1:8: Double quote to prevent globbing and word splitting [shellcheck] /    | / 30 |       - run: rm -f  $HOME/.gradle/caches/modules-2/modules-2.lock /    |         ^~~~ / actions.yml:31:9: shellcheck reported issue in this script: SC2086:info:1:8: Double quote to prevent globbing and word splitting [shellcheck] /    | / 31 |       - run: rm -fr $HOME/.gradle/caches/*/plugin-resolution/ /    |         ^~~~ / actions.yml:36:7: ""services"" section is sequence node but mapping node is expected [syntax-check] /    | / 36 |       - docker /    |       ^"
Zero-Shot,inferno-framework_fhir-validator-wrapper,travis_to_gha,llama3_1_8b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhir-validator-wrapper/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhir-validator-wrapper/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml"", line 26, column 23 | [actionlint rc=1] actions.yml:26:0: could not parse as YAML: yaml: line 26: mapping values are not allowed in this context [syntax-check] /    | / 26 |           distribution: temurin /    |"
Zero-Shot,inferno-framework_fhir-validator-wrapper,travis_to_gha,gpt-4o,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhir-validator-wrapper/03_CIgrate_Travis_to_GHA/gpt-4o/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=0] 
Zero-Shot,inferno-framework_fhir-validator-wrapper,travis_to_gha,mistral_7b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhir-validator-wrapper/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhir-validator-wrapper/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml"", line 21, column 41 | [actionlint rc=1] actions.yml:21:0: could not parse as YAML: yaml: line 21: mapping values are not allowed in this context [syntax-check] /    | / 21 |         uses: actions/setup-java@v4 with: /    |"
Zero-Shot,inferno-framework_fhir-validator-wrapper,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml: / [x] [warn] on jobs: unknown key build-and-test ({:stage=>build, :script=>[echo \Build and Test\]}) / [x] [warn] on jobs: unknown key docker-build ({:dependencies=>[build-and-test], :stage=>deploy, :script=>[echo \Docker Build\, docker build -t hl7_validator .]})"
